Date,Tournament,Rd,Rival,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt,W_or_L
2008,Rome Masters,F,Wawrinka,23,29,0.8,14.6%,18.4%,23,28,0.8,15.0%,18.3%,10.5%,4.6%,0.5,10.1%,20.3%,W
2008,Rome Masters,SF,Stepanek,7,3,2.3,20.0%,8.6%,5,3,1.7,16.1%,9.7%,12.9%,3.2%,0.0,0.0%,31.4%,W
2008,Monte Carlo Masters,SF,Federer,20,25,0.8,19.2%,24.0%,18,22,0.8,18.4%,22.4%,17.3%,1.0%,1.8,20.2%,11.5%,L
2008,Monte Carlo Masters,R16,Murray,23,19,1.2,21.9%,18.1%,23,19,1.2,23.7%,19.6%,14.4%,9.3%,0.5,11.4%,22.9%,W
2008,Indian Wells Masters,F,Fish,28,26,1.1,16.4%,15.2%,18,25,0.7,12.0%,16.7%,6.7%,4.7%,0.6,15.2%,24.0%,W
2008,Indian Wells Masters,SF,Nadal,20,17,1.2,19.8%,16.8%,12,17,0.7,13.5%,19.1%,6.7%,6.7%,0.3,7.9%,22.8%,W
2008,Dubai,QF,Andreev,16,11,1.5,19.5%,13.4%,15,10,1.5,19.2%,12.8%,14.1%,5.1%,0.3,4.9%,19.5%,W
2008,Australian Open,F,Tsonga,45,42,1.1,17.4%,16.3%,34,40,0.9,14.9%,17.5%,8.3%,6.1%,0.9,17.4%,18.6%,W
2008,Australian Open,SF,Federer,38,28,1.4,19.4%,14.3%,24,22,1.1,14.6%,13.4%,10.4%,4.3%,1.2,16.8%,14.3%,W
2008,Australian Open,R128,Becker,22,18,1.2,13.7%,11.2%,16,14,1.1,11.3%,9.9%,7.0%,4.2%,0.7,9.9%,14.9%,W
2007,Masters Cup,RR,Nadal,24,31,0.8,19.2%,24.8%,15,31,0.5,13.3%,27.4%,9.7%,3.5%,1.4,13.6%,9.6%,L
2007,Masters Cup,RR,Gasquet,14,19,0.7,12.8%,17.4%,13,17,0.8,12.7%,16.7%,6.9%,5.9%,1.9,22.9%,11.9%,L
2007,Madrid Masters,SF,Nalbandian,16,26,0.6,10.7%,17.4%,8,21,0.4,6.3%,16.4%,6.3%,0.0%,1.0,15.4%,15.4%,L
2007,Vienna,F,Wawrinka,19,16,1.2,18.8%,15.8%,18,16,1.1,18.8%,16.7%,10.4%,8.3%,0.5,11.9%,22.8%,W
2007,US Open,F,Federer,24,41,0.6,10.9%,18.6%,19,34,0.6,9.8%,17.6%,7.3%,2.6%,0.9,16.8%,19.5%,L
2007,US Open,SF,Ferrer,30,39,0.8,16.0%,20.7%,22,36,0.6,12.9%,21.2%,9.4%,3.5%,0.5,8.5%,18.6%,W
2007,Canada Masters,F,Federer,22,21,1.0,11.2%,10.7%,16,18,0.9,9.2%,10.4%,6.9%,2.3%,1.1,22.8%,20.8%,W
2007,Canada Masters,SF,Nadal,26,27,1.0,19.7%,20.5%,15,25,0.6,13.0%,21.7%,9.6%,3.5%,0.8,10.6%,13.6%,W
2007,Wimbledon,SF,Nadal,6,12,0.5,75.0%,150.0%,4,11,0.4,133.3%,366.7%,66.7%,66.7%,10.0,125.0%,12.5%,L
2007,Wimbledon,R16,Hewitt,53,65,0.8,18.1%,22.2%,35,60,0.6,13.4%,23.0%,6.1%,6.9%,1.0,15.0%,15.4%,W
2007,Roland Garros,SF,Nadal,26,41,0.6,14.4%,22.7%,23,40,0.6,13.3%,23.1%,9.2%,4.0%,1.9,18.2%,9.4%,L
2007,Rome Masters,QF,Nadal,18,26,0.7,15.9%,23.0%,17,25,0.7,15.9%,23.4%,13.1%,2.8%,2.7,26.5%,9.7%,L
2007,Estoril,F,Gasquet,18,35,0.5,13.1%,25.5%,15,31,0.5,12.2%,25.2%,4.9%,7.3%,0.9,21.2%,23.4%,W
2007,Miami Masters,F,Canas,40,32,1.3,24.2%,19.4%,33,31,1.1,22.6%,21.2%,12.3%,10.3%,0.8,12.1%,15.8%,W
2007,Miami Masters,SF,Murray,14,9,1.6,16.7%,10.7%,12,7,1.7,16.2%,9.5%,9.5%,6.8%,0.2,6.0%,34.5%,W
2007,Miami Masters,QF,Nadal,19,16,1.2,16.0%,13.4%,12,16,0.8,11.0%,14.7%,7.3%,3.7%,0.8,16.8%,20.2%,W
2007,Indian Wells Masters,F,Nadal,17,25,0.7,14.7%,21.6%,14,23,0.6,13.0%,21.3%,10.2%,2.8%,1.0,13.8%,13.8%,L
2007,Indian Wells Masters,SF,Murray,14,13,1.1,15.9%,14.8%,11,13,0.8,13.4%,15.9%,8.5%,4.9%,0.6,12.5%,21.6%,W
2007,Dubai,QF,Federer,13,34,0.4,6.6%,17.3%,7,30,0.2,4.0%,16.9%,2.3%,1.7%,1.0,18.4%,18.4%,L
2007,Australian Open,R16,Federer,17,27,0.6,9.4%,14.9%,10,25,0.4,6.3%,15.8%,2.5%,3.8%,2.0,28.2%,14.4%,L
2007,Australian Open,R128,Massu,40,17,2.4,31.3%,13.3%,35,16,2.2,29.9%,13.7%,10.3%,15.4%,0.4,8.6%,19.5%,W
2007,Adelaide,F,Guccione,40,19,2.1,18.3%,8.7%,36,13,2.8,18.9%,6.8%,11.6%,7.4%,1.7,21.6%,12.8%,W
2006,Madrid Masters,R16,Murray,20,40,0.5,11.5%,23.0%,17,37,0.5,10.6%,23.0%,8.1%,1.2%,0.6,13.2%,20.7%,W
2006,Metz,F,Melzer,27,17,1.6,15.3%,9.7%,17,16,1.1,10.8%,10.1%,6.3%,4.4%,0.7,14.8%,20.5%,W
2006,Davis Cup,RR,Federer,15,26,0.6,8.5%,14.8%,12,24,0.5,7.5%,15.0%,5.0%,2.5%,1.7,24.4%,14.2%,L
2006,Amersfoort,F,Massu,22,29,0.8,15.7%,20.7%,15,26,0.6,12.8%,22.2%,8.5%,4.3%,1.1,18.6%,17.1%,W
2006,Monte Carlo Masters,R64,Federer,21,36,0.6,12.7%,21.8%,20,32,0.6,12.6%,20.1%,5.0%,7.5%,0.8,14.5%,18.2%,L
2006,Miami Masters,R64,Coria,20,34,0.6,14.9%,25.4%,16,28,0.6,13.0%,22.8%,8.9%,4.1%,1.2,13.4%,11.2%,L
2005,US Open,R128,Monfils,44,73,0.6,13.5%,22.4%,41,68,0.6,14.1%,23.4%,7.6%,5.5%,1.6,16.9%,10.7%,W
2005,Australian Open,R128,Safin,4,31,0.1,3.4%,26.5%,3,26,0.1,2.8%,23.9%,0.9%,0.9%,1.2,19.7%,16.2%,L
